person,questionCode,timediff,rawEeg
silvia,36,4.394193599999994,42
silvia,36,4.394226099999969,42
silvia,36,4.394241700000066,41
silvia,36,4.394383599999969,41
silvia,36,4.39440060000004,42
silvia,36,4.394413400000076,41
silvia,36,4.394517599999972,42
silvia,36,4.394532499999968,41
silvia,36,4.394544200000041,41
silvia,36,4.394555700000069,41
silvia,36,4.394655700000044,42
silvia,36,4.394687700000077,42
silvia,36,4.394699400000036,42
silvia,36,4.394710499999974,41
silvia,36,4.394810200000052,42
silvia,36,4.394824599999993,42
silvia,36,4.3948361000000205,41
silvia,36,4.394940200000065,42
silvia,36,4.394952999999987,42
silvia,36,4.394962400000054,42
silvia,36,4.394971600000076,42
silvia,36,4.395054899999991,41
silvia,36,4.395066499999984,42
silvia,36,4.395075900000052,42
silvia,36,4.395157300000051,42
silvia,36,4.3951693000000205,42
silvia,36,4.395193000000063,42
silvia,36,4.395203000000038,42
silvia,36,4.395286499999997,42
silvia,36,4.395297600000049,41
silvia,36,4.395306600000026,42
silvia,36,4.395388400000002,42
silvia,36,4.395400100000074,43
silvia,36,4.39540999999997,42
silvia,36,4.3954191000000264,42
silvia,36,4.395513899999969,42
silvia,36,4.395523900000057,42
silvia,36,4.395531699999992,42
silvia,36,4.395539600000006,41
silvia,36,4.395613300000036,42
silvia,36,4.395623500000056,42
silvia,36,4.395631900000012,42
silvia,36,4.395714200000043,42
silvia,36,4.395725299999981,42
silvia,36,4.395733500000006,41
silvia,36,4.39574140000002,41
silvia,36,4.395814599999994,42
silvia,36,4.395824700000048,42
silvia,36,4.395832700000028,41
silvia,36,4.395904299999984,42
silvia,36,4.3959145000000035,42
silvia,36,4.3959231000000045,42
silvia,36,4.395931200000064,42
silvia,36,4.3960034000000405,42
silvia,36,4.3960137999999915,41
silvia,36,4.396021900000051,42
silvia,36,4.396065799999974,42
silvia,36,4.396075900000028,42
silvia,36,4.423045200000047,42
silvia,36,4.423076400000014,42
silvia,36,4.423088800000073,42
silvia,36,4.423191700000075,42
silvia,36,4.423205899999971,42
silvia,36,4.4232160999999905,42
silvia,36,4.423225900000034,41
silvia,36,4.423328800000036,42
silvia,36,4.423341300000061,42
silvia,36,4.4233507000000145,41
silvia,36,4.423431300000061,42
silvia,36,4.423443099999986,42
silvia,36,4.423452699999984,42
silvia,36,4.423461900000007,42
silvia,36,4.42354320000004,42
silvia,36,4.423554999999965,42
silvia,36,4.423564700000043,42
silvia,36,4.423644599999989,42
silvia,36,4.423656199999982,42
silvia,36,4.4236669000000575,42
silvia,36,4.42368840000006,42
silvia,36,4.4237712999999985,42
silvia,36,4.42378240000005,42
silvia,36,4.423791300000062,42
silvia,36,4.42380060000005,42
silvia,36,4.4238811999999825,42
silvia,36,4.423892499999965,42
silvia,36,4.423901699999988,42
silvia,36,4.423981099999992,42
silvia,36,4.423992399999975,42
silvia,36,4.424001599999997,42
silvia,36,4.424010400000043,41
silvia,36,4.424089800000047,41
silvia,36,4.424110900000073,42
silvia,36,4.424121099999979,42
silvia,36,4.4242040000000316,42
silvia,36,4.42421539999998,42
silvia,36,4.424224900000013,42
silvia,36,4.42423389999999,42
silvia,36,4.424313299999994,42
silvia,36,4.4243245000000115,42
silvia,36,4.424333899999965,41
silvia,36,4.424413100000038,42
silvia,36,4.424424300000055,42
silvia,36,4.424433799999974,41
silvia,36,4.42444260000002,41
silvia,36,4.424521499999969,42
silvia,36,4.424543599999993,42
silvia,36,4.424553400000036,42
silvia,36,4.424562499999979,42
silvia,36,4.424643800000013,42
silvia,36,4.424655900000062,42
silvia,36,4.42466509999997,42
silvia,36,4.424745400000006,41
silvia,36,4.424756500000058,42
silvia,36,4.424765699999966,42
silvia,36,4.424774599999978,42
silvia,36,4.424852600000008,42
silvia,36,4.424863899999991,42
silvia,36,4.424873199999979,42
silvia,36,4.424948599999993,42
silvia,36,4.42496970000002,42
silvia,36,4.424979900000039,42
silvia,36,4.424989100000062,42
silvia,36,4.462063499999999,42
silvia,36,4.46209859999999,42
silvia,36,4.462112000000047,42
silvia,36,4.4622209999999995,42
silvia,36,4.4622368999999935,41
silvia,36,4.462247300000058,41
silvia,36,4.462257200000067,42
silvia,36,4.462347099999988,42
silvia,36,4.462359800000058,41
silvia,36,4.462370000000078,42
silvia,36,4.462455400000067,41
silvia,36,4.462467899999979,42
silvia,36,4.4624776000000566,42
silvia,36,4.462487300000021,42
silvia,36,4.462570700000015,42
silvia,36,4.462582600000019,42
silvia,36,4.462592299999983,42
silvia,36,4.4626731000000746,42
silvia,36,4.462685100000044,41
silvia,36,4.462694000000056,42
silvia,36,4.462702000000036,42
silvia,36,4.462777200000005,42
silvia,36,4.462787700000035,42
silvia,36,4.46279590000006,41
silvia,36,4.462804099999971,42
silvia,36,4.462879300000054,42
silvia,36,4.462889799999971,42
silvia,36,4.462899100000072,41
silvia,36,4.462972799999989,42
silvia,36,4.462983399999985,42
silvia,36,4.462991400000078,42
silvia,36,4.462999100000047,42
silvia,36,4.463083400000073,42
silvia,36,4.463094899999987,42
silvia,36,4.463103199999978,42
silvia,36,4.463182299999971,42
silvia,36,4.463196499999981,42
silvia,36,4.4632053999999926,42
silvia,36,4.463213800000062,42
silvia,36,4.463304600000015,42
silvia,36,4.4633157000000665,42
silvia,36,4.463324199999988,42
silvia,36,4.463398200000029,42
silvia,36,4.46340859999998,42
silvia,36,4.46341689999997,42
silvia,36,4.463425000000029,42
silvia,36,4.463497599999982,42
silvia,36,4.4635077000000365,42
silvia,36,4.463515900000061,41
silvia,36,4.463524000000007,42
silvia,36,4.463597600000071,42
silvia,36,4.463609600000041,42
silvia,36,4.463618200000042,42
silvia,36,4.463691600000061,42
silvia,36,4.463701900000046,42
silvia,36,4.463710100000071,42
silvia,36,4.463717999999972,42
silvia,36,4.463791000000015,42
silvia,36,4.463801999999987,42
silvia,36,4.463810400000057,42
silvia,36,4.463882200000057,42
silvia,36,4.4638932000000295,42
silvia,36,4.463901700000065,42
silvia,36,4.463909700000045,42
silvia,36,4.492105600000059,42
silvia,36,4.492136800000026,42
silvia,36,4.492147199999977,42
silvia,36,4.492254000000003,42
silvia,36,4.492264999999975,42
silvia,36,4.492272200000002,42
silvia,36,4.492279300000064,42
silvia,36,4.492361800000026,42
silvia,36,4.4923718999999664,42
silvia,36,4.49237949999997,41
silvia,36,4.4924451000000545,42
silvia,36,4.492454300000077,41
silvia,36,4.492461300000059,42
silvia,36,4.492467900000065,42
silvia,36,4.49253120000003,42
silvia,36,4.492542299999968,41
silvia,36,4.4925494999999955,42
silvia,36,4.4926126000000295,42
silvia,36,4.492621600000007,41
silvia,36,4.4926285000000235,42
silvia,36,4.492635199999995,41
silvia,36,4.492706999999996,42
silvia,36,4.492716800000039,42
silvia,36,4.492723800000022,42
silvia,36,4.4927308999999696,42
silvia,36,4.49279439999998,42
silvia,36,4.492803299999991,42
silvia,36,4.492810100000042,42
silvia,36,4.492871600000058,42
silvia,36,4.492880500000069,42
silvia,36,4.492887399999972,41
silvia,36,4.492893999999978,42
silvia,36,4.492955600000073,41
silvia,36,4.49296430000004,42
silvia,36,4.492971099999977,42
silvia,36,4.493032700000072,41
silvia,36,4.493060700000001,42
silvia,36,4.493068699999981,42
silvia,36,4.49307680000004,42
silvia,36,4.4931900999999925,42
silvia,36,4.493200800000068,42
silvia,36,4.493208699999968,42
silvia,36,4.493278799999985,41
silvia,36,4.493288900000039,42
silvia,36,4.493296500000042,42
silvia,36,4.493304100000046,42
silvia,36,4.493386800000053,42
silvia,36,4.4933962000000065,42
